project_id,category,contractor,starting_date,plan_end_date,actual_end_date,budget,actual_cost,delay_days,cost_overrun_saving,cost_overrun_saving_percentage
P1623,Unknown,WCT,2022-05-16,2023-12-05,2023-12-05,97600897,94344493,0,-3256404,-0.0333644884431749
P1624,Infrastructure,Gamuda,2022-11-11,2023-11-06,2023-11-06,50939932,50939932,0,0,0
P1625,Residential,Unknown,2024-04-17,2024-10-20,2024-10-20,81439847,80037259,0,-1402588,-0.0172223800960726
P1626,Commercial,IJM,2023-04-27,2025-01-23,2025-01-23,129340667,139025748,0,9685081,0.0748804009182974
P1627,Commercial,WCT,2022-01-15,2022-09-27,2022-09-27,136956247,151493820,0,14537573,0.106147571348096
P1629,Industrial,Gamuda,2024-06-06,2025-04-29,2025-04-29,35866175,35866175,0,0,0
P1630,Industrial,IJM,2022-12-13,2023-11-02,2024-04-06,14672452,14672452,156,0,0
P1631,Infrastructure,Gamuda,2023-04-10,2024-11-09,2024-12-04,138268648,146196031,25,7927383,0.0573331924096054
P1632,Residential,Unknown,2023-01-21,2024-10-25,2024-10-25,50886429,57003548,0,6117119,0.120211206017227
P1633,Industrial,Sunway,2023-11-27,2025-03-05,2025-03-05,149706715,149706715,0,0,0
P1634,Industrial,Gamuda,2024-01-21,2024-07-03,2024-07-03,23267768,23267768,0,0,0
P1635,Commercial,Sunway,2023-07-25,2025-06-18,2025-06-18,68141169,75850418,0,7709249,0.113136435918791
P1636,Unknown,WCT,2022-02-08,2023-04-12,2023-04-12,66686217,66686217,0,0,0
P1637,Residential,WCT,2023-10-26,2024-06-05,2024-06-05,95656279,106504226,0,10847947,0.113405487997291
P1638,Residential,SP Setia,2022-12-22,2024-06-26,2024-06-26,167170792,167170792,0,0,0
P1639,Residential,Unknown,2022-07-03,2023-05-29,2023-10-25,125146118,125146118,149,0,0
P1640,Unknown,Unknown,2022-10-09,2024-01-31,2024-01-31,24956372,24956372,0,0,0
P1641,Infrastructure,UEM,2023-01-29,2024-11-03,2024-11-03,122162566,140668839,0,18506273,0.151488902091333
P1642,Commercial,SP Setia,2023-05-21,2023-09-27,2023-09-27,90430619,90430619,0,0,0
P1644,Infrastructure,Sunway,2022-02-01,2022-09-06,2022-09-06,52219731,53260001,0,1040270,0.0199210141469323
P1645,Commercial,UEM,2023-06-21,2024-10-25,2024-10-25,110781556,113391234,0,2609678,0.0235569718843812
P1646,Unknown,IJM,2023-10-12,2024-05-25,2024-05-25,77276908,92006499,0,14729591,0.190607923909171
P1647,Industrial,Sunway,2022-12-15,2024-05-02,2024-05-02,26369327,32186374,0,5817047,0.2205989936717
P1648,Infrastructure,SP Setia,2022-12-18,2024-04-19,2024-04-19,51132562,51132562,0,0,0
P1650,Commercial,Gamuda,2023-01-31,2024-11-23,2024-11-23,91017837,106541032,0,15523195,0.170551130543786
P1651,Residential,Unknown,2022-07-18,2023-08-25,2023-08-25,37206289,45125777,0,7919488,0.212853477539778
P1652,Infrastructure,Gamuda,2023-09-06,2025-04-13,2025-04-13,58458335,67030673,0,8572338,0.146640132668849
P1653,Infrastructure,UEM,2022-03-30,2023-07-05,2023-09-06,87565506,89992757,63,2427251,0.0277192596820031
P1654,Commercial,Unknown,2022-04-20,2023-02-25,2023-02-25,62570707,66734754,0,4164047,0.0665494637930174
P1655,Infrastructure,IJM,2023-04-04,2024-05-22,2024-05-22,76337908,76337908,0,0,0
P1656,Unknown,Gamuda,2022-02-06,2023-05-04,2023-06-28,140938330,140938330,55,0,0
P1657,Industrial,Sunway,2023-09-12,2024-04-23,2024-04-23,77929089,76546118,0,-1382971,-0.0177465310803261
P1658,Industrial,Unknown,2022-05-21,2023-07-23,2023-12-22,124636533,124636533,152,0,0
P1659,Unknown,SP Setia,2022-10-14,2023-11-13,2023-11-13,137261333,137261333,0,0,0
P1660,Unknown,Sunway,2024-01-21,2025-12-13,2025-12-13,90181892,107726934,0,17545042,0.194551717766134
P1661,Residential,Sunway,2022-11-08,2024-10-27,2024-10-27,119919171,108993156,0,-10926015,-0.0911114954255312
P1662,Infrastructure,SP Setia,2024-03-31,2025-05-09,2025-05-09,67301068,67301068,0,0,0
P1664,Unknown,Unknown,2023-11-30,2024-06-09,2024-06-09,88138825,88138825,0,0,0
P1665,Industrial,Sunway,2022-05-28,2024-01-19,2024-03-25,125528689,125528689,66,0,0
P1666,Commercial,IJM,2024-02-04,2024-05-10,2024-05-10,143328553,164296016,0,20967463,0.146289504506475
P1667,Commercial,Sunway,2023-06-23,2024-05-01,2024-05-01,33416898,32302387,0,-1114511,-0.0333517192409661
P1668,Industrial,WCT,2024-06-18,2024-09-23,2024-09-23,29858221,34587875,0,4729654,0.158403744148052
P1669,Unknown,IJM,2023-05-17,2024-01-25,2024-01-25,140507522,140507522,0,0,0
P1670,Unknown,WCT,2023-11-13,2025-05-22,2025-05-22,98975952,98975952,0,0,0
P1671,Industrial,UEM,2023-05-11,2023-12-25,2023-12-25,15381285,15381285,0,0,0
P1673,Infrastructure,Sunway,2023-04-14,2024-02-18,2024-04-18,63322951,78133695,60,14810744,0.2338921949484
P1674,Infrastructure,IJM,2022-06-26,2023-03-01,2023-03-01,75499805,75499805,0,0,0
P1675,Commercial,UEM,2023-10-18,2024-11-21,2024-11-21,43620602,43620602,0,0,0
P1676,Commercial,Sunway,2022-11-24,2024-09-13,2024-09-13,135179081,135179081,0,0,0
P1677,Unknown,IJM,2024-04-07,2025-08-12,2025-08-12,10162148,10162148,0,0,0
P1678,Commercial,Gamuda,2022-07-04,2024-01-02,2024-01-02,122788405,135050684,0,12262279,0.0998651216293591
P1679,Commercial,Unknown,2022-12-06,2023-11-13,2023-11-13,130764967,130764967,0,0,0
P1680,Commercial,SP Setia,2023-12-26,2025-02-22,2025-02-22,144303214,144303214,0,0,0
P1681,Unknown,Unknown,2023-02-11,2023-07-06,2023-07-06,47161405,47161405,0,0,0
P1682,Unknown,SP Setia,2023-06-16,2025-02-10,2025-02-10,122674037,122674037,0,0,0
P1683,Residential,WCT,2022-07-09,2023-06-06,2023-06-06,110856384,130759785,0,19903401,0.179542217433323
P1684,Unknown,IJM,2022-11-06,2023-10-03,2023-10-03,91096414,84104122,0,-6992292,-0.0767570499536897
P1685,Residential,IJM,2022-01-24,2022-09-23,2022-09-23,49957588,57721916,0,7764328,0.155418392096912
P1686,Unknown,Unknown,2022-11-07,2023-08-27,2023-08-27,142272787,158524331,0,16251544,0.114228056838445
P1687,Residential,Sunway,2023-04-27,2023-10-18,2023-10-18,172389592,172389592,0,0,0
P1689,Commercial,Gamuda,2024-02-10,2024-09-29,2024-09-29,28954265,29935922,0,981657,0.033903709867959
P1690,Commercial,UEM,2022-05-04,2022-09-03,2022-09-03,97056968,118791490,0,21734522,0.223935719895969
P1691,Industrial,WCT,2022-02-07,2023-03-04,2023-03-04,120816089,117546886,0,-3269203,-0.0270593347877699
P1692,Unknown,Sunway,2024-03-06,2025-11-19,2025-11-19,75185017,75185017,0,0,0
P1693,Unknown,UEM,2022-12-12,2023-03-20,2023-03-20,41140607,41154987,0,14380,0.000349533005188766
P1694,Unknown,SP Setia,2023-12-19,2025-03-28,2025-07-05,22721457,29906566,99,7185109,0.316225715630824
P1695,Commercial,Unknown,2022-05-12,2024-03-29,2024-03-29,31083352,32911271,0,1827919,0.0588070102606694
P1696,Residential,WCT,2023-01-03,2024-10-16,2024-10-16,103432760,120695713,0,17262953,0.166900245144768
P1697,Industrial,UEM,2022-03-18,2022-11-22,2022-11-22,134346282,140776219,0,6429937,0.0478609225672505
P1698,Industrial,Unknown,2023-07-25,2025-03-12,2025-03-12,49654731,49654731,0,0,0
P1699,Infrastructure,SP Setia,2024-06-01,2026-04-26,2026-05-11,66257306,80114842,15,13857536,0.209147290111675
P1700,Residential,IJM,2022-09-25,2023-06-04,2023-06-04,64548890,77669033,0,13120143,0.203259002594777
P1701,Industrial,WCT,2022-01-18,2024-01-08,2024-04-19,138247879,178865097,102,40617218,0.293799935983105
P1702,Infrastructure,Unknown,2023-09-30,2024-03-04,2024-06-16,98424162,111639864,104,13215702,0.134272944076476
P1703,Residential,IJM,2024-05-11,2024-11-25,2024-11-25,128948964,121043887,0,-7905077,-0.0613039202083081
P1704,Commercial,Unknown,2022-02-09,2022-12-08,2022-12-24,69792842,69792842,16,0,0
P1705,Residential,Sunway,2023-06-13,2023-10-24,2023-10-24,165930318,165930318,0,0,0
P1706,Industrial,IJM,2023-08-30,2023-12-29,2023-12-29,20648196,20648196,0,0,0
P1707,Unknown,WCT,2022-09-10,2023-02-02,2023-02-02,94157962,86317375,0,-7840587,-0.0832705682393593
P1708,Commercial,SP Setia,2023-05-19,2024-06-19,2024-08-19,51671130,51671130,61,0,0
P1709,Commercial,IJM,2023-06-29,2025-03-20,2025-06-28,119328912,148666792,100,29337880,0.245857265504943
P1710,Industrial,Unknown,2023-07-29,2023-11-01,2023-11-01,58785234,56128409,0,-2656825,-0.0451954482310983
P1712,Residential,IJM,2022-02-28,2023-02-25,2023-06-18,119236345,119236345,113,0,0
P1713,Unknown,UEM,2022-02-21,2023-08-22,2024-01-29,130455625,138095691,160,7640066,0.0585644812172722
P1714,Infrastructure,Sunway,2023-07-11,2025-04-26,2025-04-26,77358457,77358457,0,0,0
P1716,Industrial,WCT,2023-10-17,2024-08-31,2024-08-31,61458075,61458075,0,0,0
P1717,Industrial,WCT,2022-04-15,2023-09-07,2023-09-07,44861288,44861288,0,0,0
P1718,Unknown,IJM,2022-09-12,2023-08-06,2023-08-06,122277760,141590161,0,19312401,0.157938786251891
P1719,Residential,UEM,2023-09-18,2025-03-17,2025-03-17,75897487,75897487,0,0,0
P1720,Infrastructure,IJM,2023-04-24,2023-09-13,2024-02-01,51044246,56423691,141,5379445,0.105387882504915
P1721,Commercial,IJM,2024-05-20,2026-02-27,2026-02-27,121112628,121112628,0,0,0
P1722,Residential,Unknown,2022-03-27,2023-09-23,2023-09-23,140197388,140197388,0,0,0
P1723,Unknown,Unknown,2022-09-24,2023-10-30,2023-10-30,48141959,50931880,0,2789921,0.0579519624450679
P1724,Industrial,Unknown,2023-06-04,2024-09-18,2024-09-18,149713489,177283916,0,27570427,0.184154595448644
P1725,Unknown,Unknown,2022-11-24,2024-06-20,2024-06-20,53272739,55035399,0,1762660,0.0330874671189706
P1726,Unknown,Sunway,2022-04-04,2022-09-27,2022-09-27,153971594,153971594,0,0,0
P1727,Infrastructure,IJM,2023-04-20,2024-08-23,2025-01-28,18428585,22444674,158,4016089,0.217927149588533
P1728,Commercial,Unknown,2024-03-20,2026-02-02,2026-02-02,100189908,107506217,0,7316309,0.0730244108019343
P1729,Commercial,WCT,2022-10-18,2024-08-04,2024-08-04,96730666,96730666,0,0,0
P1730,Infrastructure,Unknown,2023-10-18,2024-03-02,2024-08-13,80977967,102973525,164,21995558,0.27162398384242
P1731,Residential,Unknown,2022-01-27,2023-01-24,2023-01-24,88857539,93778580,0,4921041,0.0553812434530738
P1732,Residential,UEM,2022-05-26,2023-02-03,2023-02-03,70272241,73246220,0,2973979,0.042320821958702
P1733,Infrastructure,Unknown,2022-09-30,2024-06-28,2024-06-28,139703271,127741985,0,-11961286,-0.0856192264818195
P1734,Infrastructure,IJM,2023-05-07,2024-01-06,2024-05-29,23293839,29256290,144,5962451,0.25596686746225
P1735,Commercial,Unknown,2022-08-08,2023-03-01,2023-03-01,101032009,101032009,0,0,0
P1736,Infrastructure,SP Setia,2022-04-21,2023-03-15,2023-05-18,114423015,127860557,64,13437542,0.1174374054031
P1737,Infrastructure,WCT,2023-07-24,2025-03-28,2025-05-01,94241559,112842085,34,18600526,0.197370737468382
P1738,Infrastructure,Gamuda,2023-05-23,2024-01-16,2024-01-16,31135264,35108124,0,3972860,0.127600010072181
P1739,Unknown,Sunway,2024-03-17,2026-01-16,2026-05-12,21959643,21959643,116,0,0
P1740,Industrial,Unknown,2023-12-18,2024-12-06,2024-12-06,16228896,16228896,0,0,0
P1741,Commercial,SP Setia,2024-05-03,2026-02-16,2026-02-16,77879848,77475225,0,-404623,-0.00519547752584212
P1742,Unknown,Unknown,2023-09-30,2024-07-05,2024-10-23,76142496,94506060,110,18363564,0.241173654196994
P1743,Infrastructure,WCT,2023-12-15,2025-09-27,2025-09-27,141022468,142337165,0,1314697,0.00932260666435082
P1744,Infrastructure,UEM,2022-11-18,2023-04-07,2023-04-07,46851897,46851897,0,0,0
P1745,Commercial,Unknown,2023-12-15,2025-04-08,2025-04-08,35437498,35437498,0,0,0
P1746,Infrastructure,SP Setia,2022-08-01,2024-01-04,2024-01-04,115270491,129871397,0,14600906,0.126666468350517
P1747,Commercial,WCT,2023-09-06,2024-01-31,2024-05-17,7061137,7061137,107,0,0
P1748,Unknown,Unknown,2023-06-28,2025-05-12,2025-05-12,17605274,18163668,0,558394,0.0317174274027203
P1749,Infrastructure,Unknown,2023-03-18,2024-11-06,2024-11-06,92744700,91979164,0,-765536,-0.00825422908263222
P1750,Infrastructure,UEM,2024-06-04,2025-09-09,2026-01-22,96245705,99552601,135,3306896,0.0343588942488395
P1751,Industrial,Unknown,2022-07-16,2024-03-15,2024-03-15,119125726,142946471,0,23820745,0.199963062554599
P1752,Infrastructure,SP Setia,2024-03-13,2024-10-22,2024-10-22,117545882,117545882,0,0,0
P1753,Commercial,Unknown,2022-08-23,2023-01-14,2023-01-26,48020576,45993189,12,-2027387,-0.0422191312324117
P1754,Industrial,Gamuda,2023-03-15,2024-10-14,2025-04-10,88380419,118294308,178,29913889,0.338467381558804
P1755,Unknown,Unknown,2022-04-17,2022-10-04,2022-10-04,31820649,38781467,0,6960818,0.218751603714934
P1756,Industrial,Sunway,2022-03-03,2022-06-07,2022-06-07,36834832,36834832,0,0,0
P1757,Industrial,Sunway,2022-07-20,2023-01-07,2023-01-07,101197851,118903196,0,17705345,0.174957717234529
P1758,Commercial,WCT,2024-01-06,2025-05-28,2025-05-28,119081895,137617754,0,18535859,0.15565639932082
P1759,Industrial,SP Setia,2022-08-23,2024-03-25,2024-03-25,120449719,133224588,0,12774869,0.106059765901156
P1760,Unknown,SP Setia,2024-04-18,2025-01-05,2025-01-05,142990884,142990884,0,0,0
P1761,Infrastructure,WCT,2024-06-18,2025-06-02,2025-06-02,17656484,21728077,0,4071593,0.230600441175038
P1762,Commercial,Unknown,2023-10-30,2025-05-20,2025-05-20,57830600,53600079,0,-4230521,-0.0731536764273585
P1763,Commercial,WCT,2022-10-20,2024-07-21,2025-01-04,27781254,38792297,167,11011043,0.396347947432466
P1764,Commercial,IJM,2023-10-23,2024-07-09,2024-07-09,15777070,15777070,0,0,0
P1765,Residential,WCT,2023-05-02,2024-07-27,2024-07-27,21315027,19685387,0,-1629640,-0.0764549817365936
P1766,Unknown,UEM,2022-12-03,2023-09-18,2023-10-06,66617856,73611595,18,6993739,0.104982949316171
P1767,Unknown,IJM,2022-12-05,2023-10-26,2023-10-26,14600303,14600303,0,0,0
P1768,Commercial,WCT,2024-01-03,2025-05-12,2025-09-11,140601910,184990083,122,44388173,0.315701066934297
P1769,Residential,Unknown,2022-09-18,2023-09-03,2023-09-03,75299909,89535217,0,14235308,0.189048143471196
P1770,Commercial,IJM,2023-09-10,2024-07-18,2024-07-18,33763701,33763701,0,0,0
P1772,Industrial,IJM,2023-08-24,2025-05-15,2025-05-15,21353321,26581667,0,5228346,0.244849314071568
P1774,Unknown,IJM,2022-10-02,2023-05-15,2023-05-15,65769534,62938610,0,-2830924,-0.0430430904375877
P1775,Commercial,Gamuda,2022-06-04,2022-12-26,2022-12-26,139209454,170111546,0,30902092,0.221982711030531
P1776,Commercial,UEM,2023-12-30,2025-11-10,2025-11-10,50038972,45819372,0,-4219600,-0.0843262727299833
P1777,Residential,Unknown,2022-06-29,2022-09-29,2022-09-29,145129094,152659796,0,7530702,0.0518896783025463
P1778,Infrastructure,Gamuda,2024-01-03,2025-05-02,2025-05-02,27444265,26518646,0,-925619,-0.0337272286213531
P1779,Industrial,WCT,2024-01-12,2024-12-07,2024-12-07,90718070,102003728,0,11285658,0.124403638657657
P1780,Residential,Gamuda,2023-03-08,2024-12-20,2024-12-20,57341535,59809159,0,2467624,0.0430337974035749
P1781,Unknown,Unknown,2022-01-04,2022-10-24,2022-11-07,113522468,104499321,14,-9023147,-0.0794833583075378
P1783,Infrastructure,Gamuda,2022-04-05,2022-09-17,2022-09-30,104581086,98155409,13,-6425677,-0.0614420565493076
P1784,Unknown,Unknown,2024-04-07,2025-10-06,2025-10-06,31996979,37957399,0,5960420,0.186280711063379
P1785,Unknown,UEM,2022-02-12,2023-10-30,2023-10-30,120795976,120795976,0,0,0
P1786,Industrial,Unknown,2022-10-29,2024-08-16,2024-10-01,148423945,172413758,46,23989813,0.161630342058352
P1787,Industrial,Unknown,2024-03-14,2024-06-27,2024-06-27,149937862,149937862,0,0,0
P1788,Industrial,IJM,2024-03-11,2026-02-28,2026-02-28,13223486,14638090,0,1414604,0.106976632334318
P1789,Infrastructure,Unknown,2023-08-07,2025-02-12,2025-02-12,84328125,84328125,0,0,0
P1790,Unknown,SP Setia,2024-05-19,2026-02-02,2026-02-02,55136219,55464499,0,328280,0.00595398099387265
P1791,Industrial,Unknown,2022-05-23,2022-11-03,2022-11-03,117915488,117915488,0,0,0
P1792,Unknown,Sunway,2022-10-25,2023-04-25,2023-06-09,84671069,84628907,45,-42162,-0.000497950486487894
P1793,Commercial,Unknown,2022-10-15,2023-04-17,2023-04-17,113129272,119069674,0,5940402,0.0525098579260724
P1794,Infrastructure,Sunway,2022-12-09,2024-08-14,2024-08-14,125602440,144128364,0,18525924,0.147496529526019
P1795,Unknown,Sunway,2022-04-18,2024-02-03,2024-02-03,125288771,125288771,0,0,0
P1796,Residential,IJM,2022-01-03,2023-11-15,2023-11-15,103561143,93207234,0,-10353909,-0.0999787053335246
P1797,Commercial,WCT,2023-10-10,2025-02-19,2025-02-19,115060885,105682778,0,-9378107,-0.0815056046196759
P1798,Residential,Gamuda,2024-05-17,2025-12-09,2025-12-09,48742899,48742899,0,0,0
P1799,Residential,Sunway,2022-04-02,2023-11-10,2023-11-10,54061471,53609308,0,-452163,-0.00836386786441679
P1800,Residential,IJM,2023-03-06,2023-08-17,2023-08-17,105164442,97074023,0,-8090419,-0.0769311265874448
P1801,Infrastructure,Sunway,2023-08-12,2024-11-24,2024-11-24,52781578,63869298,0,11087720,0.210067990009696
P1802,Unknown,Sunway,2023-03-14,2023-09-02,2023-09-02,66045648,79371554,0,13325906,0.201768116500273
P1803,Residential,Unknown,2022-07-24,2022-12-05,2022-12-23,24026751,24026751,18,0,0
P1804,Commercial,Unknown,2022-09-20,2023-03-17,2023-03-17,88821219,90111798,0,1290579,0.0145300752965347
P1805,Infrastructure,Unknown,2023-02-28,2025-01-25,2025-01-25,62267629,65022582,0,2754953,0.0442437434063854
P1806,Unknown,IJM,2024-02-24,2024-09-19,2024-09-19,143155782,177812576,0,34656794,0.242091472072012
P1807,Commercial,Sunway,2022-08-07,2023-01-16,2023-01-16,96377101,96377101,0,0,0
P1808,Commercial,Unknown,2022-03-12,2023-10-02,2023-10-02,101621476,110097344,0,8475868,0.083406267391747
P1809,Infrastructure,WCT,2023-06-27,2023-11-25,2023-11-25,121882629,128006429,0,6123800,0.0502434190191286
P1810,Infrastructure,Unknown,2023-07-09,2025-03-05,2025-03-05,87482768,87482768,0,0,0
P1811,Industrial,SP Setia,2022-05-22,2024-02-24,2024-02-24,94655429,112233561,0,17578132,0.185706537762351
P1812,Residential,Gamuda,2023-04-05,2024-06-11,2024-06-11,102770119,98228657,0,-4541462,-0.0441904908176666
P1813,Unknown,IJM,2023-07-08,2024-09-11,2024-09-11,16409895,16409895,0,0,0
P1814,Commercial,SP Setia,2022-08-28,2023-03-08,2023-03-08,129205009,158856437,0,29651428,0.229491319489015
P1815,Industrial,SP Setia,2024-04-04,2025-05-01,2025-09-01,19491061,19491061,123,0,0
P1816,Commercial,Unknown,2022-08-28,2023-10-14,2023-10-14,52547027,52547027,0,0,0
P1817,Residential,SP Setia,2022-11-18,2024-09-17,2024-09-17,7838886,7838886,0,0,0
P1818,Industrial,SP Setia,2022-04-24,2023-07-03,2023-07-03,98153684,98153684,0,0,0
P1819,Industrial,Gamuda,2022-02-02,2023-07-25,2023-07-25,137154182,144701747,0,7547565,0.0550297839259469
P1820,Industrial,WCT,2022-12-29,2024-11-22,2024-11-22,66901112,79627827,0,12726715,0.190231740841617
P1821,Infrastructure,Sunway,2023-11-25,2024-10-01,2024-10-01,59563113,65676812,0,6113699,0.102642368608236
P1822,Residential,WCT,2022-02-02,2022-12-08,2022-12-08,140957803,174830862,0,33873059,0.24030637736316
P1823,Infrastructure,UEM,2023-10-04,2025-09-21,2025-09-21,95411943,106461582,0,11049639,0.115809810098931
P1824,Industrial,Gamuda,2023-01-18,2024-11-18,2024-11-18,15968946,15968946,0,0,0
P1825,Residential,Unknown,2023-10-22,2024-02-08,2024-02-08,120017389,146192177,0,26174788,0.21809163003871
P1826,Commercial,UEM,2024-01-05,2025-06-27,2025-06-27,16835005,20427654,0,3592649,0.213403500622661
P1827,Residential,Gamuda,2023-11-10,2024-08-24,2024-08-24,87344390,108054885,0,20710495,0.237113053282529
P1828,Residential,IJM,2023-02-07,2024-09-21,2025-01-26,47191486,46564680,127,-626806,-0.0132821839939518
P1829,Industrial,WCT,2023-05-21,2024-03-23,2024-03-23,73478924,76190814,0,2711890,0.0369070456175978
P1830,Residential,Gamuda,2022-07-08,2024-05-24,2024-05-24,45118117,44101282,0,-1016835,-0.0225371772496623
P1831,Unknown,Unknown,2024-01-25,2024-05-26,2024-05-26,118213952,108312138,0,-9901814,-0.0837618050363463
P1832,Industrial,UEM,2023-06-07,2024-05-21,2024-05-21,42957271,42957271,0,0,0
P1833,Unknown,Unknown,2024-03-24,2024-11-08,2024-11-08,80588708,81965091,0,1376383,0.0170791049286955
P1834,Commercial,Unknown,2022-11-28,2024-09-27,2024-09-27,50900294,56385250,0,5484956,0.107758827483393
P1835,Infrastructure,SP Setia,2022-02-17,2023-01-09,2023-03-21,70461698,70461698,71,0,0
P1836,Residential,Unknown,2023-06-18,2024-03-25,2024-03-25,129002079,129002079,0,0,0
P1837,Industrial,Sunway,2022-04-28,2022-10-28,2022-10-28,65572398,71654616,0,6082218,0.0927557659245587
P1838,Residential,SP Setia,2022-04-12,2024-03-24,2024-03-24,28182333,28182333,0,0,0
P1839,Unknown,IJM,2023-08-03,2024-02-05,2024-02-05,35082103,34170059,0,-912044,-0.0259974152632754
P1840,Industrial,Gamuda,2024-01-18,2025-12-10,2025-12-10,129486942,129486942,0,0,0
P1841,Residential,Unknown,2023-12-27,2024-05-16,2024-05-16,133513530,157933627,0,24420097,0.182903537941061
P1842,Infrastructure,Gamuda,2023-09-16,2024-05-21,2024-05-21,133739461,157986029,0,24246568,0.181297036930633
P1843,Commercial,UEM,2023-11-05,2024-05-11,2024-05-11,50129733,53481919,0,3352186,0.0668702145291697
P1844,Residential,WCT,2023-09-22,2024-10-17,2024-10-17,66374670,81702574,0,15327904,0.230930021949638
P1845,Residential,Unknown,2022-10-13,2024-05-23,2024-05-23,40347337,40347337,0,0,0
P1846,Commercial,Gamuda,2023-01-04,2024-11-15,2024-11-15,7740157,7740157,0,0,0
P1848,Industrial,SP Setia,2024-05-20,2024-12-26,2024-12-26,105107825,96121115,0,-8986710,-0.0854999140168679
P1849,Unknown,UEM,2022-02-18,2023-07-09,2023-09-21,57892912,73531059,74,15638147,0.270121962426074
P1850,Commercial,IJM,2024-04-28,2025-10-20,2026-02-23,100525152,122498656,126,21973504,0.218587125339537
P1851,Industrial,WCT,2023-12-02,2024-03-24,2024-03-24,29067612,29067612,0,0,0
P1852,Commercial,WCT,2023-01-23,2025-01-04,2025-01-04,147508606,181500391,0,33991785,0.230439334502287
P1853,Industrial,Unknown,2022-03-10,2023-07-09,2023-07-09,45489666,53701026,0,8211360,0.180510448241146
P1854,Industrial,Gamuda,2022-01-15,2023-09-10,2023-09-10,117252576,117252576,0,0,0
P1855,Residential,WCT,2023-01-28,2023-12-23,2023-12-23,27578823,32583376,0,5004553,0.181463617936124
P1856,Unknown,UEM,2023-08-19,2024-09-05,2024-09-05,14711388,15461960,0,750572,0.0510197950050668
P1857,Industrial,UEM,2024-01-05,2024-11-20,2025-04-24,97285400,114447399,155,17161999,0.176408782818388
P1858,Infrastructure,UEM,2022-05-13,2023-01-30,2023-01-30,121458004,114305937,0,-7152067,-0.0588851023766206
P1859,Commercial,IJM,2024-03-15,2025-08-07,2025-08-07,97213663,106369424,0,9155761,0.0941818332676138
P1860,Unknown,Unknown,2023-11-27,2025-08-05,2025-08-05,148291098,182724326,0,34433228,0.232200236321671
P1861,Commercial,WCT,2022-06-01,2023-05-02,2023-05-02,107076947,103902610,0,-3174337,-0.0296453820260677
P1862,Residential,UEM,2023-04-17,2024-01-23,2024-01-23,102890493,100700931,0,-2189562,-0.0212805083944928
P1863,Infrastructure,Unknown,2022-03-21,2022-09-07,2022-09-07,139085724,139085724,0,0,0
P1864,Infrastructure,UEM,2024-03-08,2025-07-10,2025-07-10,139051161,147218469,0,8167308,0.0587359928623681
P1865,Residential,Unknown,2023-01-05,2023-12-06,2023-12-06,131066804,131066804,0,0,0
P1866,Unknown,SP Setia,2022-08-02,2023-08-14,2023-08-14,52535409,54084083,0,1548674,0.0294786702812193
P1867,Infrastructure,Unknown,2024-05-08,2025-06-15,2025-06-15,96721843,100560281,0,3838438,0.0396853273360393
P1868,Commercial,UEM,2023-02-11,2024-03-16,2024-03-16,35290705,34720237,0,-570468,-0.0161648230036776
P1869,Infrastructure,UEM,2023-01-12,2024-12-04,2024-12-04,53745907,65924397,0,12178490,0.226593812994913
P1870,Industrial,Unknown,2022-09-11,2023-05-20,2023-05-20,85798380,103828550,0,18030170,0.210145809279849
P1871,Industrial,SP Setia,2022-08-14,2024-02-23,2024-02-23,9851159,9851159,0,0,0
P1872,Infrastructure,Sunway,2022-06-21,2023-02-11,2023-02-11,103880974,109731752,0,5850778,0.0563219401466143
P1873,Infrastructure,Unknown,2022-08-03,2023-11-07,2023-11-07,52303211,63655374,0,11352163,0.21704524030083
P1874,Unknown,Unknown,2022-02-19,2022-09-12,2022-09-12,48916212,48916212,0,0,0
P1875,Infrastructure,Unknown,2024-03-26,2025-06-08,2025-06-08,117686873,117686873,0,0,0
P1876,Commercial,Unknown,2022-07-12,2023-04-27,2023-04-27,34923875,32188668,0,-2735207,-0.0783191155047944
P1877,Residential,Sunway,2023-07-04,2023-12-05,2023-12-05,92371351,104416561,0,12045210,0.130399846593128
P1878,Industrial,Gamuda,2023-05-11,2024-02-07,2024-02-07,87997229,93460989,0,5463760,0.0620901369519261
P1879,Industrial,Sunway,2023-09-11,2024-10-13,2024-10-13,38129739,37220948,0,-908791,-0.0238341783561645
P1880,Commercial,Gamuda,2022-02-05,2022-11-25,2022-11-25,108926725,108926725,0,0,0
P1881,Commercial,UEM,2023-09-08,2024-06-14,2024-11-18,71070354,91427438,157,20357084,0.286435663455398
P1882,Residential,WCT,2022-06-01,2023-02-19,2023-04-08,65891747,67452748,48,1561001,0.0236903872043338
P1883,Residential,Unknown,2023-01-08,2024-08-05,2024-08-05,65532690,68686738,0,3154048,0.0481293839761499
P1884,Residential,Sunway,2023-02-11,2023-08-13,2023-08-13,123831521,123831521,0,0,0
P1885,Infrastructure,UEM,2024-04-29,2025-02-17,2025-02-17,31486604,29711970,0,-1774634,-0.0563615561716341
P1887,Commercial,Sunway,2024-03-09,2025-07-24,2025-07-24,92056798,91313849,0,-742949,-0.00807055009669139
P1888,Unknown,Sunway,2022-05-26,2023-02-05,2023-02-05,33489208,33563317,0,74109,0.00221292184634525
P1889,Commercial,SP Setia,2024-01-05,2024-10-09,2024-10-09,113723709,109636952,0,-4086757,-0.0359358399047643
