Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P1581,Project_1581,Infrastructure,Sunway,2024-03-01,2025-01-16,2025-01-16,RM69811966,"75,071,560",0.0
P1582,Project_1582,Commercial,UEM,2023-04-22,2025-04-05,2025-04-05,"15,077,330",RM 16942070,0.0
P1583,Project_1583,Commercial,Sunway,2022-08-02,2023-10-29,2023-10-29,,89700286,
P1584,Project_1584,,UEM,2024-04-05,2024-10-16,2024-10-16,127069389,146439605,0.0
P1585,Project_1585,Residential,,2022-09-04,2024-08-01,2024-08-01,"137,226,221",RM 142955151,0.0
P1586,Project_1586,Industrial,,2024-05-25,2024-09-27,2024-09-27,140529422,173778028.00,0.0
P1587,Project_1587,,IJM,2024-03-08,2025-12-23,2025-12-23,7864727,7652743,0.0
P1588,Project_1588,Industrial,SP Setia,2022-12-09,2024-05-06,2024-05-06,"39,334,777",42613504,
P1589,Project_1589,Industrial,SP Setia,2023-04-29,2024-12-18,2024-12-18,"37,131,977",45218500,0.0
P1590,Project_1590,Residential,WCT,2023-09-17,2024-12-04,2024-12-04,RM25468724,23553971,0.0
P1591,Project_1591,Commercial,Sunway,2022-08-20,2023-07-12,2023-07-12,,"121,052,218",
P1592,Project_1592,Infrastructure,,2024-04-14,2024-12-21,2024-12-21,RM140788771,RM 138543166,
P1593,Project_1593,Infrastructure,Gamuda,2022-03-20,2022-09-20,2022-09-20,83906169,,0.0
P1594,Project_1594,,IJM,2024-03-07,2025-05-16,2025-07-25,111165297,,70.0
P1595,Project_1595,Infrastructure,,2022-04-30,2022-12-07,2022-12-07,"16,316,840",19681212,0.0
P1596,Project_1596,Residential,Sunway,2023-02-12,2025-01-24,2025-01-24,"108,692,354",RM 115156295,0.0
P1597,Project_1597,Industrial,IJM,2024-02-26,2025-01-04,2025-01-04,"100,508,084",105576476abc,0.0
P1598,Project_1598,Residential,IJM,2023-05-13,2024-12-19,2024-12-19,RM43277767,RM 53853639,
P1599,Project_1599,Commercial,,2022-09-05,2023-10-11,2023-10-11,RM146682885,RM 172071513,0.0
P1600,Project_1600,Residential,IJM,2024-06-02,2026-03-17,2026-03-17,114375973,RM 112295658,0.0
P1601,Project_1601,Infrastructure,WCT,2023-11-15,2025-02-26,2025-02-26,17748338,22143122abc,0.0
P1602,Project_1602,,,2023-08-11,2024-05-13,2024-05-27,,71483343abc,14.0
P1603,Project_1603,,,2024-06-09,2025-07-07,2025-07-07,RM127460861,"138,011,350",
P1604,Project_1604,,UEM,2023-10-15,2025-08-17,2025-08-17,RM93678674,93963703abc,0.0
P1605,Project_1605,,Gamuda,2022-06-29,2023-04-09,2023-04-09,,61589639.00,0.0
P1606,Project_1606,Industrial,Sunway,2023-02-22,2023-06-15,2023-11-14,46607714,49329292.00,152.0
P1607,Project_1607,Commercial,Sunway,2024-02-07,2024-12-14,2024-12-14,RM66232907,,
P1608,Project_1608,Commercial,,2023-11-05,2025-08-30,2025-08-30,5824696,,0.0
P1609,Project_1609,Industrial,WCT,2022-12-16,2023-04-15,2023-04-15,"114,046,784",,0.0
P1610,Project_1610,,,2022-04-06,2024-01-19,2024-01-19,106548089,"119,400,291",
P1611,Project_1611,Infrastructure,UEM,2024-04-08,2025-09-16,2025-09-16,56079673,RM 56628869,0.0
P1612,Project_1612,Residential,Gamuda,2024-03-06,2025-03-04,2025-03-04,RM44984009,RM 53022617,
P1613,Project_1613,Industrial,IJM,2024-05-02,2025-01-15,2025-01-15,,6306003.00,0.0
P1614,Project_1614,Residential,Gamuda,2022-02-26,2022-09-23,2022-09-23,RM59239713,67172518abc,
P1615,Project_1615,Residential,,2022-03-09,2023-06-26,2023-06-26,RM79959816,89591112,0.0
P1616,Project_1616,Commercial,Gamuda,2023-02-22,2023-11-20,2023-11-20,,,
P1617,Project_1617,Industrial,Sunway,2024-01-18,2025-04-29,2025-04-29,RM77510190,83195103.00,0.0
P1618,Project_1618,,IJM,2022-03-01,2023-09-01,2023-10-16,115500408,RM 134935045,45.0
P1619,Project_1619,Infrastructure,Gamuda,2024-02-03,2025-09-18,2026-03-07,108206233,169772489abc,170.0
P1620,Project_1620,Residential,Sunway,2023-02-11,2024-10-29,2024-10-29,"23,027,613",22324205.00,0.0
P1621,Project_1621,Industrial,Gamuda,2022-11-18,2024-02-17,2024-02-17,97540738,101487168.00,0.0
P1622,Project_1622,,SP Setia,2022-07-29,2023-04-13,2023-04-13,"48,857,741",45897792.00,0.0
P1623,Project_1623,,WCT,2022-05-16,2023-12-05,2023-12-05,97600897,94344493.00,
P1624,Project_1624,Infrastructure,Gamuda,2022-11-11,2023-11-06,2023-11-06,,"50,939,932",0.0
P1625,Project_1625,Residential,,2024-04-17,2024-10-20,2024-10-20,RM81439847,"80,037,259",0.0
P1626,Project_1626,Commercial,IJM,2023-04-27,2025-01-23,2025-01-23,"129,340,667",139025748abc,0.0
P1627,Project_1627,Commercial,WCT,2022-01-15,2022-09-27,2022-09-27,136956247,"151,493,820",0.0
P1628,Project_1628,Commercial,,2023-06-16,2024-11-16,2024-11-16,,,
P1629,Project_1629,Industrial,Gamuda,2024-06-06,2025-04-29,2025-04-29,RM35866175,,0.0
P1630,Project_1630,Industrial,IJM,2022-12-13,2023-11-02,2024-04-06,,14672452abc,156.0
P1631,Project_1631,Infrastructure,Gamuda,2023-04-10,2024-11-09,2024-12-04,138268648,"146,196,031",25.0
P1632,Project_1632,Residential,,2023-01-21,2024-10-25,2024-10-25,"50,886,429",RM 57003548,0.0
P1633,Project_1633,Industrial,Sunway,2023-11-27,2025-03-05,2025-03-05,RM149706715,,0.0
P1634,Project_1634,Industrial,Gamuda,2024-01-21,2024-07-03,2024-07-03,,23267768abc,0.0
P1635,Project_1635,Commercial,Sunway,2023-07-25,2025-06-18,2025-06-18,68141169,RM 75850418,0.0
P1636,Project_1636,,WCT,2022-02-08,2023-04-12,2023-04-12,RM66686217,,
P1637,Project_1637,Residential,WCT,2023-10-26,2024-06-05,2024-06-05,95656279,106504226abc,
P1638,Project_1638,Residential,SP Setia,2022-12-22,2024-06-26,2024-06-26,,167170792,
P1639,Project_1639,Residential,,2022-07-03,2023-05-29,2023-10-25,"125,146,118",,149.0
P1640,Project_1640,,,2022-10-09,2024-01-31,2024-01-31,,24956372.00,
P1641,Project_1641,Infrastructure,UEM,2023-01-29,2024-11-03,2024-11-03,"122,162,566","140,668,839",
P1642,Project_1642,Commercial,SP Setia,2023-05-21,2023-09-27,2023-09-27,"90,430,619",,
P1643,Project_1643,,Gamuda,2022-02-23,2023-02-23,2023-02-23,,,0.0
P1644,Project_1644,Infrastructure,Sunway,2022-02-01,2022-09-06,2022-09-06,RM52219731,RM 53260001,0.0
P1645,Project_1645,Commercial,UEM,2023-06-21,2024-10-25,2024-10-25,RM110781556,113391234abc,
P1646,Project_1646,,IJM,2023-10-12,2024-05-25,2024-05-25,"77,276,908","92,006,499",
P1647,Project_1647,Industrial,Sunway,2022-12-15,2024-05-02,2024-05-02,RM26369327,"32,186,374",0.0
P1648,Project_1648,Infrastructure,SP Setia,2022-12-18,2024-04-19,2024-04-19,"51,132,562",,
P1649,Project_1649,,WCT,2022-04-15,2023-02-27,2023-02-27,,,0.0
P1650,Project_1650,Commercial,Gamuda,2023-01-31,2024-11-23,2024-11-23,RM91017837,RM 106541032,0.0
P1651,Project_1651,Residential,,2022-07-18,2023-08-25,2023-08-25,37206289,45125777abc,
P1652,Project_1652,Infrastructure,Gamuda,2023-09-06,2025-04-13,2025-04-13,"58,458,335",67030673abc,0.0
P1653,Project_1653,Infrastructure,UEM,2022-03-30,2023-07-05,2023-09-06,RM87565506,89992757,63.0
P1654,Project_1654,Commercial,,2022-04-20,2023-02-25,2023-02-25,62570707,66734754abc,0.0
P1655,Project_1655,Infrastructure,IJM,2023-04-04,2024-05-22,2024-05-22,76337908,,0.0
P1656,Project_1656,,Gamuda,2022-02-06,2023-05-04,2023-06-28,,140938330,55.0
P1657,Project_1657,Industrial,Sunway,2023-09-12,2024-04-23,2024-04-23,RM77929089,76546118abc,0.0
P1658,Project_1658,Industrial,,2022-05-21,2023-07-23,2023-12-22,,124636533abc,152.0
P1659,Project_1659,,SP Setia,2022-10-14,2023-11-13,2023-11-13,RM137261333,,0.0
P1660,Project_1660,,Sunway,2024-01-21,2025-12-13,2025-12-13,"90,181,892",RM 107726934,0.0
P1661,Project_1661,Residential,Sunway,2022-11-08,2024-10-27,2024-10-27,119919171,108993156,0.0
P1662,Project_1662,Infrastructure,SP Setia,2024-03-31,2025-05-09,2025-05-09,67301068,,0.0
P1663,Project_1663,,Sunway,2022-03-12,2023-01-09,2023-01-09,,,0.0
P1664,Project_1664,,,2023-11-30,2024-06-09,2024-06-09,,88138825.00,0.0
P1665,Project_1665,Industrial,Sunway,2022-05-28,2024-01-19,2024-03-25,RM125528689,,66.0
P1666,Project_1666,Commercial,IJM,2024-02-04,2024-05-10,2024-05-10,RM143328553,RM 164296016,0.0
P1667,Project_1667,Commercial,Sunway,2023-06-23,2024-05-01,2024-05-01,"33,416,898",32302387,
P1668,Project_1668,Industrial,WCT,2024-06-18,2024-09-23,2024-09-23,"29,858,221",34587875,0.0
P1669,Project_1669,,IJM,2023-05-17,2024-01-25,2024-01-25,,140507522.00,
P1670,Project_1670,,WCT,2023-11-13,2025-05-22,2025-05-22,RM98975952,,0.0
P1671,Project_1671,Industrial,UEM,2023-05-11,2023-12-25,2023-12-25,,15381285abc,0.0
P1672,Project_1672,Commercial,IJM,2024-01-18,2024-07-30,2024-07-30,,,0.0
P1673,Project_1673,Infrastructure,Sunway,2023-04-14,2024-02-18,2024-04-18,63322951,"78,133,695",60.0
P1674,Project_1674,Infrastructure,IJM,2022-06-26,2023-03-01,2023-03-01,,75499805,
P1675,Project_1675,Commercial,UEM,2023-10-18,2024-11-21,2024-11-21,RM43620602,,
P1676,Project_1676,Commercial,Sunway,2022-11-24,2024-09-13,2024-09-13,,135179081.00,0.0
P1677,Project_1677,,IJM,2024-04-07,2025-08-12,2025-08-12,,RM 10162148,0.0
P1678,Project_1678,Commercial,Gamuda,2022-07-04,2024-01-02,2024-01-02,122788405,135050684.00,
P1679,Project_1679,Commercial,,2022-12-06,2023-11-13,2023-11-13,130764967,,
P1680,Project_1680,Commercial,SP Setia,2023-12-26,2025-02-22,2025-02-22,144303214,,
P1681,Project_1681,,,2023-02-11,2023-07-06,2023-07-06,,47161405abc,0.0
P1682,Project_1682,,SP Setia,2023-06-16,2025-02-10,2025-02-10,RM122674037,,
P1683,Project_1683,Residential,WCT,2022-07-09,2023-06-06,2023-06-06,"110,856,384",130759785,
P1684,Project_1684,,IJM,2022-11-06,2023-10-03,2023-10-03,"91,096,414","84,104,122",0.0
P1685,Project_1685,Residential,IJM,2022-01-24,2022-09-23,2022-09-23,RM49957588,57721916abc,
P1686,Project_1686,,,2022-11-07,2023-08-27,2023-08-27,142272787,"158,524,331",0.0
P1687,Project_1687,Residential,Sunway,2023-04-27,2023-10-18,2023-10-18,,"172,389,592",
P1688,Project_1688,Industrial,,2024-01-20,2024-09-21,2024-09-21,,,0.0
P1689,Project_1689,Commercial,Gamuda,2024-02-10,2024-09-29,2024-09-29,"28,954,265",29935922,0.0
P1690,Project_1690,Commercial,UEM,2022-05-04,2022-09-03,2022-09-03,"97,056,968",118791490.00,0.0
P1691,Project_1691,Industrial,WCT,2022-02-07,2023-03-04,2023-03-04,"120,816,089",117546886,0.0
P1692,Project_1692,,Sunway,2024-03-06,2025-11-19,2025-11-19,,75185017,0.0
P1693,Project_1693,,UEM,2022-12-12,2023-03-20,2023-03-20,41140607,"41,154,987",0.0
P1694,Project_1694,,SP Setia,2023-12-19,2025-03-28,2025-07-05,"22,721,457",29906566,99.0
P1695,Project_1695,Commercial,,2022-05-12,2024-03-29,2024-03-29,RM31083352,"32,911,271",0.0
P1696,Project_1696,Residential,WCT,2023-01-03,2024-10-16,2024-10-16,"103,432,760","120,695,713",
P1697,Project_1697,Industrial,UEM,2022-03-18,2022-11-22,2022-11-22,"134,346,282",RM 140776219,0.0
P1698,Project_1698,Industrial,,2023-07-25,2025-03-12,2025-03-12,49654731,,0.0
P1699,Project_1699,Infrastructure,SP Setia,2024-06-01,2026-04-26,2026-05-11,66257306,80114842abc,15.0
P1700,Project_1700,Residential,IJM,2022-09-25,2023-06-04,2023-06-04,"64,548,890",77669033,0.0
P1701,Project_1701,Industrial,WCT,2022-01-18,2024-01-08,2024-04-19,RM138247879,178865097.00,102.0
P1702,Project_1702,Infrastructure,,2023-09-30,2024-03-04,2024-06-16,"98,424,162","111,639,864",104.0
P1703,Project_1703,Residential,IJM,2024-05-11,2024-11-25,2024-11-25,128948964,121043887abc,0.0
P1704,Project_1704,Commercial,,2022-02-09,2022-12-08,2022-12-24,,69792842,16.0
P1705,Project_1705,Residential,Sunway,2023-06-13,2023-10-24,2023-10-24,,RM 165930318,0.0
P1706,Project_1706,Industrial,IJM,2023-08-30,2023-12-29,2023-12-29,,20648196,0.0
P1707,Project_1707,,WCT,2022-09-10,2023-02-02,2023-02-02,RM94157962,RM 86317375,0.0
P1708,Project_1708,Commercial,SP Setia,2023-05-19,2024-06-19,2024-08-19,,51671130,61.0
P1709,Project_1709,Commercial,IJM,2023-06-29,2025-03-20,2025-06-28,119328912,148666792.00,100.0
P1710,Project_1710,Industrial,,2023-07-29,2023-11-01,2023-11-01,RM58785234,56128409.00,0.0
P1711,Project_1711,Residential,Gamuda,2023-03-24,2023-11-21,2023-11-21,,,0.0
P1712,Project_1712,Residential,IJM,2022-02-28,2023-02-25,2023-06-18,119236345,,113.0
P1713,Project_1713,,UEM,2022-02-21,2023-08-22,2024-01-29,RM130455625,138095691,160.0
P1714,Project_1714,Infrastructure,Sunway,2023-07-11,2025-04-26,2025-04-26,77358457,,
P1715,Project_1715,Industrial,,2022-02-13,2023-01-30,2023-01-30,,,
P1716,Project_1716,Industrial,WCT,2023-10-17,2024-08-31,2024-08-31,,61458075,0.0
P1717,Project_1717,Industrial,WCT,2022-04-15,2023-09-07,2023-09-07,,44861288,0.0
P1718,Project_1718,,IJM,2022-09-12,2023-08-06,2023-08-06,RM122277760,141590161abc,0.0
P1719,Project_1719,Residential,UEM,2023-09-18,2025-03-17,2025-03-17,"75,897,487",,0.0
P1720,Project_1720,Infrastructure,IJM,2023-04-24,2023-09-13,2024-02-01,51044246,"56,423,691",141.0
P1721,Project_1721,Commercial,IJM,2024-05-20,2026-02-27,2026-02-27,,121112628abc,0.0
P1722,Project_1722,Residential,,2022-03-27,2023-09-23,2023-09-23,140197388,,
P1723,Project_1723,,,2022-09-24,2023-10-30,2023-10-30,"48,141,959",RM 50931880,0.0
P1724,Project_1724,Industrial,,2023-06-04,2024-09-18,2024-09-18,149713489,RM 177283916,0.0
P1725,Project_1725,,,2022-11-24,2024-06-20,2024-06-20,RM53272739,55035399,0.0
P1726,Project_1726,,Sunway,2022-04-04,2022-09-27,2022-09-27,,"153,971,594",
P1727,Project_1727,Infrastructure,IJM,2023-04-20,2024-08-23,2025-01-28,18428585,"22,444,674",158.0
P1728,Project_1728,Commercial,,2024-03-20,2026-02-02,2026-02-02,"100,189,908",107506217abc,0.0
P1729,Project_1729,Commercial,WCT,2022-10-18,2024-08-04,2024-08-04,,96730666.00,0.0
P1730,Project_1730,Infrastructure,,2023-10-18,2024-03-02,2024-08-13,"80,977,967",102973525abc,164.0
P1731,Project_1731,Residential,,2022-01-27,2023-01-24,2023-01-24,RM88857539,"93,778,580",
P1732,Project_1732,Residential,UEM,2022-05-26,2023-02-03,2023-02-03,"70,272,241",73246220abc,
P1733,Project_1733,Infrastructure,,2022-09-30,2024-06-28,2024-06-28,"139,703,271",127741985.00,
P1734,Project_1734,Infrastructure,IJM,2023-05-07,2024-01-06,2024-05-29,23293839,29256290,144.0
P1735,Project_1735,Commercial,,2022-08-08,2023-03-01,2023-03-01,"101,032,009",,0.0
P1736,Project_1736,Infrastructure,SP Setia,2022-04-21,2023-03-15,2023-05-18,114423015,"127,860,557",64.0
P1737,Project_1737,Infrastructure,WCT,2023-07-24,2025-03-28,2025-05-01,RM94241559,"112,842,085",34.0
P1738,Project_1738,Infrastructure,Gamuda,2023-05-23,2024-01-16,2024-01-16,RM31135264,"35,108,124",0.0
P1739,Project_1739,,Sunway,2024-03-17,2026-01-16,2026-05-12,21959643,,116.0
P1740,Project_1740,Industrial,,2023-12-18,2024-12-06,2024-12-06,16228896,,
P1741,Project_1741,Commercial,SP Setia,2024-05-03,2026-02-16,2026-02-16,77879848,77475225abc,0.0
P1742,Project_1742,,,2023-09-30,2024-07-05,2024-10-23,"76,142,496",94506060abc,110.0
P1743,Project_1743,Infrastructure,WCT,2023-12-15,2025-09-27,2025-09-27,RM141022468,142337165,0.0
P1744,Project_1744,Infrastructure,UEM,2022-11-18,2023-04-07,2023-04-07,,46851897,0.0
P1745,Project_1745,Commercial,,2023-12-15,2025-04-08,2025-04-08,35437498,,0.0
P1746,Project_1746,Infrastructure,SP Setia,2022-08-01,2024-01-04,2024-01-04,RM115270491,129871397,0.0
P1747,Project_1747,Commercial,WCT,2023-09-06,2024-01-31,2024-05-17,RM7061137,,107.0
P1748,Project_1748,,,2023-06-28,2025-05-12,2025-05-12,RM17605274,18163668.00,0.0
P1749,Project_1749,Infrastructure,,2023-03-18,2024-11-06,2024-11-06,RM92744700,91979164,0.0
P1750,Project_1750,Infrastructure,UEM,2024-06-04,2025-09-09,2026-01-22,RM96245705,99552601.00,135.0
P1751,Project_1751,Industrial,,2022-07-16,2024-03-15,2024-03-15,RM119125726,RM 142946471,0.0
P1752,Project_1752,Infrastructure,SP Setia,2024-03-13,2024-10-22,2024-10-22,,117545882,0.0
P1753,Project_1753,Commercial,,2022-08-23,2023-01-14,2023-01-26,RM48020576,"45,993,189",12.0
P1754,Project_1754,Industrial,Gamuda,2023-03-15,2024-10-14,2025-04-10,88380419,118294308abc,178.0
P1755,Project_1755,,,2022-04-17,2022-10-04,2022-10-04,RM31820649,38781467abc,0.0
P1756,Project_1756,Industrial,Sunway,2022-03-03,2022-06-07,2022-06-07,,36834832.00,0.0
P1757,Project_1757,Industrial,Sunway,2022-07-20,2023-01-07,2023-01-07,RM101197851,118903196,
P1758,Project_1758,Commercial,WCT,2024-01-06,2025-05-28,2025-05-28,119081895,"137,617,754",0.0
P1759,Project_1759,Industrial,SP Setia,2022-08-23,2024-03-25,2024-03-25,120449719,133224588.00,0.0
P1760,Project_1760,,SP Setia,2024-04-18,2025-01-05,2025-01-05,"142,990,884",,0.0
P1761,Project_1761,Infrastructure,WCT,2024-06-18,2025-06-02,2025-06-02,RM17656484,RM 21728077,0.0
P1762,Project_1762,Commercial,,2023-10-30,2025-05-20,2025-05-20,"57,830,600","53,600,079",0.0
P1763,Project_1763,Commercial,WCT,2022-10-20,2024-07-21,2025-01-04,"27,781,254",38792297.00,167.0
P1764,Project_1764,Commercial,IJM,2023-10-23,2024-07-09,2024-07-09,,15777070abc,0.0
P1765,Project_1765,Residential,WCT,2023-05-02,2024-07-27,2024-07-27,"21,315,027",19685387.00,
P1766,Project_1766,,UEM,2022-12-03,2023-09-18,2023-10-06,RM66617856,"73,611,595",18.0
P1767,Project_1767,,IJM,2022-12-05,2023-10-26,2023-10-26,14600303,,0.0
P1768,Project_1768,Commercial,WCT,2024-01-03,2025-05-12,2025-09-11,RM140601910,184990083.00,122.0
P1769,Project_1769,Residential,,2022-09-18,2023-09-03,2023-09-03,RM75299909,"89,535,217",0.0
P1770,Project_1770,Commercial,IJM,2023-09-10,2024-07-18,2024-07-18,RM33763701,,
P1771,Project_1771,,,2022-05-31,2024-02-29,2024-02-29,,,
P1772,Project_1772,Industrial,IJM,2023-08-24,2025-05-15,2025-05-15,"21,353,321",26581667.00,0.0
P1773,Project_1773,Infrastructure,Sunway,2022-10-08,2024-04-10,2024-04-10,,,0.0
P1774,Project_1774,,IJM,2022-10-02,2023-05-15,2023-05-15,"65,769,534","62,938,610",
P1775,Project_1775,Commercial,Gamuda,2022-06-04,2022-12-26,2022-12-26,"139,209,454","170,111,546",
P1776,Project_1776,Commercial,UEM,2023-12-30,2025-11-10,2025-11-10,50038972,45819372,0.0
P1777,Project_1777,Residential,,2022-06-29,2022-09-29,2022-09-29,145129094,152659796,0.0
P1778,Project_1778,Infrastructure,Gamuda,2024-01-03,2025-05-02,2025-05-02,27444265,26518646.00,0.0
P1779,Project_1779,Industrial,WCT,2024-01-12,2024-12-07,2024-12-07,90718070,102003728,0.0
P1780,Project_1780,Residential,Gamuda,2023-03-08,2024-12-20,2024-12-20,RM57341535,59809159abc,0.0
P1781,Project_1781,,,2022-01-04,2022-10-24,2022-11-07,RM113522468,RM 104499321,14.0
P1782,Project_1782,Industrial,WCT,2023-03-25,2023-09-07,2023-09-07,,,0.0
P1783,Project_1783,Infrastructure,Gamuda,2022-04-05,2022-09-17,2022-09-30,"104,581,086",98155409,13.0
P1784,Project_1784,,,2024-04-07,2025-10-06,2025-10-06,RM31996979,37957399abc,0.0
P1785,Project_1785,,UEM,2022-02-12,2023-10-30,2023-10-30,,120795976.00,0.0
P1786,Project_1786,Industrial,,2022-10-29,2024-08-16,2024-10-01,"148,423,945",172413758.00,46.0
P1787,Project_1787,Industrial,,2024-03-14,2024-06-27,2024-06-27,149937862,,0.0
P1788,Project_1788,Industrial,IJM,2024-03-11,2026-02-28,2026-02-28,RM13223486,"14,638,090",0.0
P1789,Project_1789,Infrastructure,,2023-08-07,2025-02-12,2025-02-12,,"84,328,125",0.0
P1790,Project_1790,,SP Setia,2024-05-19,2026-02-02,2026-02-02,55136219,55464499,
P1791,Project_1791,Industrial,,2022-05-23,2022-11-03,2022-11-03,,117915488,0.0
P1792,Project_1792,,Sunway,2022-10-25,2023-04-25,2023-06-09,84671069,84628907,45.0
P1793,Project_1793,Commercial,,2022-10-15,2023-04-17,2023-04-17,"113,129,272","119,069,674",
P1794,Project_1794,Infrastructure,Sunway,2022-12-09,2024-08-14,2024-08-14,RM125602440,RM 144128364,0.0
P1795,Project_1795,,Sunway,2022-04-18,2024-02-03,2024-02-03,,RM 125288771,0.0
P1796,Project_1796,Residential,IJM,2022-01-03,2023-11-15,2023-11-15,103561143,93207234abc,0.0
P1797,Project_1797,Commercial,WCT,2023-10-10,2025-02-19,2025-02-19,"115,060,885","105,682,778",0.0
P1798,Project_1798,Residential,Gamuda,2024-05-17,2025-12-09,2025-12-09,RM48742899,,
P1799,Project_1799,Residential,Sunway,2022-04-02,2023-11-10,2023-11-10,"54,061,471",53609308.00,
P1800,Project_1800,Residential,IJM,2023-03-06,2023-08-17,2023-08-17,105164442,RM 97074023,
P1801,Project_1801,Infrastructure,Sunway,2023-08-12,2024-11-24,2024-11-24,52781578,63869298,
P1802,Project_1802,,Sunway,2023-03-14,2023-09-02,2023-09-02,66045648,79371554.00,0.0
P1803,Project_1803,Residential,,2022-07-24,2022-12-05,2022-12-23,24026751,,18.0
P1804,Project_1804,Commercial,,2022-09-20,2023-03-17,2023-03-17,"88,821,219",RM 90111798,
P1805,Project_1805,Infrastructure,,2023-02-28,2025-01-25,2025-01-25,RM62267629,"65,022,582",
P1806,Project_1806,,IJM,2024-02-24,2024-09-19,2024-09-19,RM143155782,"177,812,576",0.0
P1807,Project_1807,Commercial,Sunway,2022-08-07,2023-01-16,2023-01-16,,96377101abc,0.0
P1808,Project_1808,Commercial,,2022-03-12,2023-10-02,2023-10-02,RM101621476,"110,097,344",0.0
P1809,Project_1809,Infrastructure,WCT,2023-06-27,2023-11-25,2023-11-25,"121,882,629","128,006,429",0.0
P1810,Project_1810,Infrastructure,,2023-07-09,2025-03-05,2025-03-05,,"87,482,768",
P1811,Project_1811,Industrial,SP Setia,2022-05-22,2024-02-24,2024-02-24,94655429,RM 112233561,0.0
P1812,Project_1812,Residential,Gamuda,2023-04-05,2024-06-11,2024-06-11,"102,770,119",98228657abc,0.0
P1813,Project_1813,,IJM,2023-07-08,2024-09-11,2024-09-11,16409895,,0.0
P1814,Project_1814,Commercial,SP Setia,2022-08-28,2023-03-08,2023-03-08,129205009,158856437,0.0
P1815,Project_1815,Industrial,SP Setia,2024-04-04,2025-05-01,2025-09-01,19491061,,123.0
P1816,Project_1816,Commercial,,2022-08-28,2023-10-14,2023-10-14,"52,547,027",,0.0
P1817,Project_1817,Residential,SP Setia,2022-11-18,2024-09-17,2024-09-17,7838886,,0.0
P1818,Project_1818,Industrial,SP Setia,2022-04-24,2023-07-03,2023-07-03,RM98153684,,0.0
P1819,Project_1819,Industrial,Gamuda,2022-02-02,2023-07-25,2023-07-25,"137,154,182","144,701,747",0.0
P1820,Project_1820,Industrial,WCT,2022-12-29,2024-11-22,2024-11-22,66901112,79627827,0.0
P1821,Project_1821,Infrastructure,Sunway,2023-11-25,2024-10-01,2024-10-01,RM59563113,65676812,0.0
P1822,Project_1822,Residential,WCT,2022-02-02,2022-12-08,2022-12-08,140957803,RM 174830862,0.0
P1823,Project_1823,Infrastructure,UEM,2023-10-04,2025-09-21,2025-09-21,RM95411943,"106,461,582",0.0
P1824,Project_1824,Industrial,Gamuda,2023-01-18,2024-11-18,2024-11-18,,15968946,0.0
P1825,Project_1825,Residential,,2023-10-22,2024-02-08,2024-02-08,120017389,146192177abc,
P1826,Project_1826,Commercial,UEM,2024-01-05,2025-06-27,2025-06-27,RM16835005,20427654.00,0.0
P1827,Project_1827,Residential,Gamuda,2023-11-10,2024-08-24,2024-08-24,"87,344,390",RM 108054885,0.0
P1828,Project_1828,Residential,IJM,2023-02-07,2024-09-21,2025-01-26,RM47191486,"46,564,680",127.0
P1829,Project_1829,Industrial,WCT,2023-05-21,2024-03-23,2024-03-23,73478924,RM 76190814,0.0
P1830,Project_1830,Residential,Gamuda,2022-07-08,2024-05-24,2024-05-24,45118117,RM 44101282,0.0
P1831,Project_1831,,,2024-01-25,2024-05-26,2024-05-26,118213952,"108,312,138",0.0
P1832,Project_1832,Industrial,UEM,2023-06-07,2024-05-21,2024-05-21,,42957271.00,0.0
P1833,Project_1833,,,2024-03-24,2024-11-08,2024-11-08,RM80588708,81965091.00,0.0
P1834,Project_1834,Commercial,,2022-11-28,2024-09-27,2024-09-27,RM50900294,56385250.00,0.0
P1835,Project_1835,Infrastructure,SP Setia,2022-02-17,2023-01-09,2023-03-21,,"70,461,698",71.0
P1836,Project_1836,Residential,,2023-06-18,2024-03-25,2024-03-25,"129,002,079",,0.0
P1837,Project_1837,Industrial,Sunway,2022-04-28,2022-10-28,2022-10-28,"65,572,398","71,654,616",0.0
P1838,Project_1838,Residential,SP Setia,2022-04-12,2024-03-24,2024-03-24,,28182333,0.0
P1839,Project_1839,,IJM,2023-08-03,2024-02-05,2024-02-05,RM35082103,RM 34170059,0.0
P1840,Project_1840,Industrial,Gamuda,2024-01-18,2025-12-10,2025-12-10,129486942,,
P1841,Project_1841,Residential,,2023-12-27,2024-05-16,2024-05-16,"133,513,530",157933627abc,0.0
P1842,Project_1842,Infrastructure,Gamuda,2023-09-16,2024-05-21,2024-05-21,RM133739461,RM 157986029,
P1843,Project_1843,Commercial,UEM,2023-11-05,2024-05-11,2024-05-11,50129733,53481919,0.0
P1844,Project_1844,Residential,WCT,2023-09-22,2024-10-17,2024-10-17,RM66374670,81702574,0.0
P1845,Project_1845,Residential,,2022-10-13,2024-05-23,2024-05-23,40347337,,0.0
P1846,Project_1846,Commercial,Gamuda,2023-01-04,2024-11-15,2024-11-15,7740157,,0.0
P1847,Project_1847,Industrial,SP Setia,2023-10-12,2024-08-09,2024-08-09,,,0.0
P1848,Project_1848,Industrial,SP Setia,2024-05-20,2024-12-26,2024-12-26,105107825,"96,121,115",0.0
