Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P1417,Project_1417,Residential,Gamuda,13/12/2023,19/01/2025,31/03/2025,86297718,103414522,71
P1418,Project_1418,Industrial,IJM,01/02/2022,28/02/2023,28/02/2023,RM54852253,62431108,0
P1419,Project_1419,Commercial,WCT,09/03/2023,07/06/2024,03/12/2024,RM7836946,9610782,179
P1420,Project_1420,Infrastructure,Gamuda,15/03/2023,05/02/2025,05/02/2025,RM16240702,20170216,
P1421,Project_1421,Residential,,19/09/2022,15/04/2024,15/04/2024,,RM 34611352,
P1422,Project_1422,Industrial,,09/02/2022,21/09/2023,23/10/2023,72687713,,32
P1423,Project_1423,Commercial,,07/02/2024,17/04/2025,17/04/2025,,,
P1424,Project_1424,Industrial,WCT,08/04/2022,17/07/2022,17/07/2022,12579474,13278269abc,
P1425,Project_1425,Commercial,,15/12/2023,13/10/2025,13/10/2025,,17013594abc,
P1426,Project_1426,Industrial,,28/10/2022,11/07/2023,11/07/2023,93963698,107154563,0
P1427,Project_1427,Commercial,,13/09/2022,17/12/2022,17/12/2022,,RM 102297742,0
P1428,Project_1428,Industrial,,07/04/2024,01/11/2024,01/11/2024,42367641,52645137abc,0
P1429,Project_1429,Infrastructure,,11/01/2023,24/06/2024,24/06/2024,103861637,97340667,
P1430,Project_1430,Industrial,UEM,25/07/2023,28/12/2024,28/12/2024,,RM 35013236,0
P1431,Project_1431,,SP Setia,15/06/2024,31/01/2025,31/01/2025,,46806569,0
P1432,Project_1432,Commercial,Sunway,25/07/2023,18/07/2024,18/07/2024,54797511,51539658,0
P1433,Project_1433,,Gamuda,04/11/2022,18/06/2023,18/06/2023,RM104820022,123250577,0
P1434,Project_1434,Industrial,UEM,07/11/2022,25/06/2023,25/06/2023,,129403546,0
P1435,Project_1435,Residential,,12/04/2022,03/01/2023,03/01/2023,24037050,22701418abc,
P1436,Project_1436,Commercial,WCT,10/06/2023,21/11/2023,21/11/2023,RM71321762,,0
P1437,Project_1437,Industrial,,21/02/2023,22/07/2023,22/07/2023,RM91030229,,0
P1438,Project_1438,Commercial,WCT,13/09/2023,29/07/2024,09/09/2024,141780557,,42
P1439,Project_1439,Residential,SP Setia,25/05/2023,07/11/2023,07/11/2023,13298416,,
P1440,Project_1440,Industrial,,12/10/2022,16/02/2024,07/05/2024,RM96666046,RM 110982231,81
P1441,Project_1441,,IJM,31/01/2023,24/12/2024,24/12/2024,RM41847421,38995339,
P1442,Project_1442,,UEM,15/09/2022,14/09/2023,14/09/2023,142846415,RM 174899285,0
P1443,Project_1443,Commercial,Sunway,23/12/2022,30/01/2024,30/01/2024,,143599066abc,0
P1444,Project_1444,Residential,WCT,01/04/2024,28/04/2025,28/04/2025,91206030,96855482abc,0
P1445,Project_1445,Commercial,,16/10/2023,22/09/2024,22/09/2024,RM95562624,107662483,
P1446,Project_1446,Residential,,11/05/2023,12/05/2024,14/10/2024,RM149259526,164612640,155
P1447,Project_1447,,WCT,12/04/2024,25/01/2026,25/01/2026,,28052100,0
P1448,Project_1448,Industrial,,08/06/2023,09/04/2025,09/04/2025,76323625,80116722,0
P1449,Project_1449,Residential,WCT,01/02/2023,17/03/2024,17/03/2024,53614931,62517344,0
P1450,Project_1450,Commercial,Gamuda,21/04/2022,01/02/2024,01/02/2024,,,0
P1451,Project_1451,Industrial,UEM,08/11/2023,08/09/2025,08/09/2025,RM34912310,RM 39050326,0
P1452,Project_1452,Residential,SP Setia,25/08/2022,06/07/2023,06/07/2023,76601339,78420084,
P1453,Project_1453,,WCT,20/02/2024,31/12/2024,22/02/2025,59530302,56845375,53
P1454,Project_1454,Commercial,UEM,08/04/2024,16/11/2025,16/11/2025,71086917,69476138,0
P1455,Project_1455,Commercial,UEM,14/10/2022,01/05/2023,01/05/2023,,105488274,0
P1456,Project_1456,Residential,WCT,13/04/2022,03/10/2022,25/01/2023,,158091819abc,114
P1457,Project_1457,Industrial,UEM,30/07/2022,14/03/2024,14/03/2024,,104115796abc,
P1458,Project_1458,Infrastructure,,17/01/2023,11/09/2023,11/09/2023,RM106378480,110782784,
P1459,Project_1459,Residential,,08/10/2022,17/09/2023,17/09/2023,106856238,113737732,0
P1460,Project_1460,Industrial,IJM,01/01/2024,22/04/2024,22/04/2024,,88594205,
P1461,Project_1461,Commercial,UEM,24/03/2023,09/03/2024,09/03/2024,77241790,96473812,0
P1462,Project_1462,Residential,UEM,24/05/2024,13/04/2026,13/04/2026,RM147522196,176446266,
P1463,Project_1463,Commercial,WCT,03/04/2022,11/12/2022,11/12/2022,,RM 19985164,
P1464,Project_1464,Residential,Gamuda,26/05/2022,13/11/2023,13/11/2023,66495521,63723992,0
P1465,Project_1465,Commercial,IJM,10/08/2023,06/05/2024,06/05/2024,131231333,159212832,
P1466,Project_1466,Commercial,Sunway,10/03/2022,19/09/2022,19/09/2022,148332004,RM 157511974,0
P1467,Project_1467,Industrial,Sunway,09/09/2022,16/12/2022,16/12/2022,78105027,70860886abc,0
P1468,Project_1468,Industrial,UEM,21/06/2022,07/11/2022,07/11/2022,RM40511591,RM 45095039,0
P1469,Project_1469,Commercial,Gamuda,11/04/2023,05/01/2024,05/01/2024,,56469359,0
P1470,Project_1470,,SP Setia,22/10/2022,05/05/2024,27/09/2024,,147256239abc,145
P1471,Project_1471,Commercial,Gamuda,16/03/2024,24/02/2026,31/07/2026,,87348242abc,157
P1472,Project_1472,Infrastructure,SP Setia,31/07/2022,12/01/2023,12/01/2023,,103535720,0
P1473,Project_1473,,Sunway,25/01/2022,13/03/2023,13/03/2023,,10900026,0
P1474,Project_1474,Industrial,,27/10/2023,29/11/2024,29/11/2024,RM43202480,42315749,0
P1475,Project_1475,Residential,WCT,23/04/2023,09/11/2024,09/11/2024,129365961,159879047,0
P1476,Project_1476,Infrastructure,,19/01/2023,12/06/2023,19/09/2023,RM108765563,150413808,99
P1477,Project_1477,Residential,Sunway,11/02/2022,14/09/2023,14/09/2023,93973569,114900998,0
P1478,Project_1478,Industrial,,02/02/2024,28/11/2025,28/11/2025,11625929,RM 13029598,0
P1479,Project_1479,Industrial,,09/12/2022,25/11/2024,25/11/2024,92656167,85041750abc,0
P1480,Project_1480,Industrial,WCT,20/03/2023,25/11/2024,25/11/2024,RM140814312,174447150,
P1481,Project_1481,Residential,Sunway,28/05/2022,18/01/2023,18/01/2023,RM108049563,105573406,0
P1482,Project_1482,Commercial,Gamuda,19/07/2022,19/12/2023,19/12/2023,RM117095707,141581392,0
P1483,Project_1483,Residential,IJM,09/03/2022,21/11/2022,21/11/2022,,131426656,0
P1484,Project_1484,Infrastructure,Sunway,17/11/2023,30/05/2025,30/05/2025,RM104889230,RM 129484070,
P1485,Project_1485,Infrastructure,WCT,15/11/2023,08/10/2025,08/10/2025,RM70846288,64312759,0
P1486,Project_1486,Commercial,UEM,26/05/2023,11/10/2024,11/10/2024,85622573,84781313,
P1487,Project_1487,Infrastructure,IJM,21/04/2023,23/12/2023,23/12/2023,RM140786372,163295754,
P1488,Project_1488,Industrial,,06/09/2022,20/05/2023,05/11/2023,,34214383,169
P1489,Project_1489,Industrial,,07/06/2022,03/11/2023,03/11/2023,,89054434,0
P1490,Project_1490,Commercial,SP Setia,26/08/2023,30/06/2024,21/10/2024,RM68112217,81568800,113
P1491,Project_1491,Industrial,IJM,31/08/2023,18/12/2024,18/12/2024,,31311764,0
P1492,Project_1492,,IJM,23/03/2024,23/11/2024,23/11/2024,RM131488973,RM 124483129,0
P1493,Project_1493,Commercial,Sunway,11/02/2022,28/10/2022,28/10/2022,31835845,35146843,0
P1494,Project_1494,Commercial,IJM,05/02/2023,19/09/2024,19/09/2024,RM83229724,90231892abc,0
P1495,Project_1495,Residential,,19/04/2023,29/03/2025,29/03/2025,RM143215123,,0
P1496,Project_1496,Infrastructure,,22/05/2024,01/08/2025,01/08/2025,RM131878784,135250024abc,0
P1497,Project_1497,Residential,Gamuda,05/03/2023,29/01/2024,29/01/2024,61518356,58568693,0
P1498,Project_1498,Infrastructure,UEM,25/08/2023,22/03/2024,22/03/2024,RM125506096,RM 144704688,0
P1499,Project_1499,Commercial,,06/01/2024,11/08/2025,10/12/2025,RM37915153,,121
P1500,Project_1500,Industrial,Sunway,03/11/2023,06/03/2024,06/03/2024,RM109903041,101453626,0
P1501,Project_1501,Infrastructure,Sunway,12/04/2024,02/12/2025,09/04/2026,,,128
P1502,Project_1502,Commercial,UEM,08/01/2022,23/09/2022,06/12/2022,30022569,40010585,74
P1503,Project_1503,Infrastructure,SP Setia,10/06/2023,18/05/2025,18/05/2025,RM59292516,62035065,0
P1504,Project_1504,,,12/12/2022,14/03/2023,19/04/2023,RM139506805,,36
P1505,Project_1505,,WCT,26/06/2023,20/05/2025,20/05/2025,,71223443,
P1506,Project_1506,Industrial,,06/07/2023,13/01/2025,13/01/2025,,104301802,0
P1507,Project_1507,Commercial,WCT,16/09/2023,22/07/2025,22/07/2025,64834140,,0
P1508,Project_1508,Industrial,Gamuda,09/02/2023,05/02/2024,05/02/2024,66531003,82046232,
P1509,Project_1509,,WCT,17/03/2023,02/08/2023,02/08/2023,148682126,162255477,0
P1510,Project_1510,Residential,UEM,27/02/2024,31/01/2026,31/01/2026,RM138314603,,0
P1511,Project_1511,Industrial,Gamuda,03/02/2023,28/11/2024,28/11/2024,58756101,RM 61713011,0
P1512,Project_1512,Commercial,SP Setia,12/04/2022,20/11/2022,20/11/2022,83468147,87261897,0
P1513,Project_1513,Commercial,IJM,10/04/2022,30/04/2023,30/04/2023,23411927,22345490,
P1514,Project_1514,,IJM,08/03/2024,09/03/2025,09/03/2025,,135623809abc,0
P1515,Project_1515,,WCT,08/05/2023,26/04/2025,26/04/2025,100632563,103010918,0
P1516,Project_1516,Industrial,SP Setia,13/01/2024,30/04/2024,30/04/2024,22027660,22462385abc,0
P1517,Project_1517,Commercial,UEM,31/01/2022,14/04/2023,01/08/2023,32801695,44208639,109
P1518,Project_1518,Industrial,SP Setia,28/09/2023,05/05/2025,05/05/2025,,80808824,0
P1519,Project_1519,Infrastructure,SP Setia,20/10/2023,29/01/2025,29/01/2025,14765542,RM 13308221,0
P1520,Project_1520,,Sunway,02/03/2023,07/06/2023,05/09/2023,27877483,27098161abc,90
P1521,Project_1521,Commercial,WCT,30/04/2023,16/12/2024,16/12/2024,RM96456854,,
P1522,Project_1522,Industrial,Sunway,04/07/2023,10/12/2024,10/12/2024,RM33608306,33778760,0
P1523,Project_1523,Industrial,Gamuda,15/10/2022,27/12/2023,27/12/2023,RM147529114,,0
P1524,Project_1524,Infrastructure,IJM,27/01/2022,12/02/2023,12/02/2023,29984964,36761374abc,0
P1525,Project_1525,Residential,WCT,08/04/2022,03/04/2023,03/04/2023,38212705,37230969,0
P1526,Project_1526,Residential,WCT,15/11/2022,29/08/2024,29/08/2024,,95824687,0
P1527,Project_1527,Residential,,18/06/2024,20/11/2025,20/11/2025,77222072,73199734,0
P1528,Project_1528,Residential,SP Setia,13/02/2022,06/09/2023,17/12/2023,33693316,39710923abc,102
P1529,Project_1529,Commercial,UEM,22/06/2022,28/03/2023,28/03/2023,32883411,29788947,
P1530,Project_1530,,,22/02/2023,28/05/2023,28/05/2023,55345056,54419083,0
P1531,Project_1531,Infrastructure,UEM,17/07/2022,07/04/2024,07/04/2024,RM41563730,46001470abc,0
P1532,Project_1532,Infrastructure,Sunway,24/09/2023,28/04/2024,28/04/2024,138594216,130294328abc,0
P1533,Project_1533,Commercial,UEM,14/08/2023,18/05/2024,18/05/2024,37206143,,
P1534,Project_1534,Commercial,IJM,02/02/2024,18/06/2024,16/07/2024,40691733,42374017,28
P1535,Project_1535,Infrastructure,SP Setia,29/04/2024,11/08/2024,11/08/2024,96632318,,0
P1536,Project_1536,Commercial,,25/02/2023,16/06/2024,16/06/2024,78837089,,
P1537,Project_1537,Residential,,28/12/2022,06/10/2023,06/10/2023,RM136510108,135945516,0
P1538,Project_1538,Commercial,WCT,20/04/2023,28/12/2023,28/12/2023,RM128144125,124472021,0
P1539,Project_1539,Infrastructure,WCT,14/10/2022,12/07/2023,12/07/2023,,143302738abc,0
P1540,Project_1540,Industrial,UEM,22/10/2023,05/09/2024,05/09/2024,78984991,RM 97722431,0
P1541,Project_1541,Residential,WCT,25/03/2023,06/11/2023,06/11/2023,135433477,168651596abc,0
P1542,Project_1542,Residential,IJM,09/01/2024,22/04/2025,22/04/2025,,RM 35642405,0
P1543,Project_1543,Industrial,Gamuda,04/08/2023,19/02/2024,19/02/2024,72672247,,0
P1544,Project_1544,Residential,WCT,02/06/2022,20/09/2022,20/09/2022,117669383,105962595,
P1545,Project_1545,Residential,,09/01/2024,17/06/2025,17/06/2025,RM58543937,66414741abc,0
P1546,Project_1546,Industrial,UEM,29/04/2023,13/02/2024,13/02/2024,RM17295264,17726058,0
P1547,Project_1547,Commercial,,18/03/2023,11/01/2025,11/01/2025,32700502,30998392,0
P1548,Project_1548,Infrastructure,IJM,27/02/2023,25/11/2024,25/11/2024,123455512,120647671,0
P1549,Project_1549,Commercial,IJM,07/02/2022,25/01/2023,25/01/2023,,114614053abc,
P1550,Project_1550,Residential,,15/12/2022,12/11/2023,12/11/2023,30101440,35425928abc,0
P1551,Project_1551,Infrastructure,IJM,07/12/2023,14/12/2024,14/12/2024,,7184781,0
P1552,Project_1552,,Sunway,01/04/2022,27/11/2023,27/11/2023,,RM 90968450,0
P1553,Project_1553,Residential,Sunway,28/01/2022,05/08/2022,05/08/2022,10734156,10384121,
P1554,Project_1554,Residential,IJM,20/07/2022,20/05/2023,20/05/2023,84188450,95266087,0
P1555,Project_1555,Industrial,Gamuda,14/01/2024,08/11/2024,08/11/2024,,111502378,0
P1556,Project_1556,Commercial,UEM,25/06/2022,11/10/2023,11/10/2023,52001905,63053096,
P1557,Project_1557,Industrial,Sunway,16/03/2022,18/11/2022,18/11/2022,RM121667004,RM 144103596,0
P1558,Project_1558,Infrastructure,SP Setia,28/04/2024,27/03/2026,27/03/2026,,65933827abc,
P1559,Project_1559,Residential,IJM,24/09/2022,03/09/2024,03/09/2024,,59499033abc,0
P1560,Project_1560,,Sunway,26/03/2024,31/10/2024,31/10/2024,,139270373,0
P1561,Project_1561,Commercial,IJM,24/02/2022,06/11/2023,06/11/2023,67223453,66159239,
P1562,Project_1562,Industrial,,14/12/2022,01/09/2024,01/09/2024,74701473,81582793,0
P1563,Project_1563,,IJM,20/05/2024,16/03/2025,16/03/2025,,32434955,0
P1564,Project_1564,Residential,Gamuda,26/01/2024,20/03/2025,20/03/2025,79171741,80611757,0
P1565,Project_1565,Residential,UEM,02/06/2024,01/10/2024,01/10/2024,49271430,58277766abc,0
P1566,Project_1566,Commercial,SP Setia,08/05/2023,14/11/2023,14/11/2023,104734374,117385878abc,
P1567,Project_1567,,,17/11/2022,09/03/2024,09/03/2024,82809182,82087203,
P1568,Project_1568,Infrastructure,,22/10/2022,05/06/2024,05/06/2024,45420273,53011364abc,0
P1569,Project_1569,Commercial,,26/04/2023,04/09/2023,21/01/2024,RM130443319,150992290,139
P1570,Project_1570,Commercial,,20/12/2022,03/03/2024,03/03/2024,143483356,136665817,0
P1571,Project_1571,,,02/06/2022,02/06/2023,02/06/2023,91339693,RM 83772132,0
P1572,Project_1572,,SP Setia,18/01/2024,29/05/2024,29/05/2024,,127532891,0
P1573,Project_1573,Industrial,WCT,16/03/2024,01/07/2024,01/07/2024,54597861,50298231,
P1574,Project_1574,Commercial,,04/05/2024,25/01/2026,25/01/2026,RM147080103,,
P1575,Project_1575,Industrial,WCT,26/05/2023,04/05/2024,04/05/2024,106492202,,0
P1576,Project_1576,Industrial,WCT,06/09/2022,12/05/2023,12/05/2023,RM112396366,112767598,0
P1577,Project_1577,Commercial,IJM,12/06/2022,01/10/2022,12/12/2022,,48780915abc,72
P1578,Project_1578,Commercial,SP Setia,14/11/2022,27/10/2023,27/11/2023,,,31
P1579,Project_1579,Infrastructure,Sunway,08/02/2024,25/05/2025,25/05/2025,RM55087126,,0
P1580,Project_1580,,Gamuda,28/10/2022,10/08/2023,10/08/2023,RM131119580,RM 136877967,0
P1581,Project_1581,Infrastructure,Sunway,01/03/2024,16/01/2025,16/01/2025,RM69811966,75071560,0
P1582,Project_1582,Commercial,UEM,22/04/2023,05/04/2025,05/04/2025,15077330,RM 16942070,0
P1583,Project_1583,Commercial,Sunway,02/08/2022,29/10/2023,29/10/2023,,89700286,
P1584,Project_1584,,UEM,05/04/2024,16/10/2024,16/10/2024,127069389,146439605,0
P1585,Project_1585,Residential,,04/09/2022,01/08/2024,01/08/2024,137226221,RM 142955151,0
P1586,Project_1586,Industrial,,25/05/2024,27/09/2024,27/09/2024,140529422,173778028,0
P1587,Project_1587,,IJM,08/03/2024,23/12/2025,23/12/2025,7864727,7652743,0
P1588,Project_1588,Industrial,SP Setia,09/12/2022,06/05/2024,06/05/2024,39334777,42613504,
P1589,Project_1589,Industrial,SP Setia,29/04/2023,18/12/2024,18/12/2024,37131977,45218500,0
P1590,Project_1590,Residential,WCT,17/09/2023,04/12/2024,04/12/2024,RM25468724,23553971,0
P1591,Project_1591,Commercial,Sunway,20/08/2022,12/07/2023,12/07/2023,,121052218,
P1592,Project_1592,Infrastructure,,14/04/2024,21/12/2024,21/12/2024,RM140788771,RM 138543166,
P1593,Project_1593,Infrastructure,Gamuda,20/03/2022,20/09/2022,20/09/2022,83906169,,0
P1594,Project_1594,,IJM,07/03/2024,16/05/2025,25/07/2025,111165297,,70
P1595,Project_1595,Infrastructure,,30/04/2022,07/12/2022,07/12/2022,16316840,19681212,0
P1596,Project_1596,Residential,Sunway,12/02/2023,24/01/2025,24/01/2025,108692354,RM 115156295,0
P1597,Project_1597,Industrial,IJM,26/02/2024,04/01/2025,04/01/2025,100508084,105576476abc,0
P1598,Project_1598,Residential,IJM,13/05/2023,19/12/2024,19/12/2024,RM43277767,RM 53853639,
P1599,Project_1599,Commercial,,05/09/2022,11/10/2023,11/10/2023,RM146682885,RM 172071513,0
P1600,Project_1600,Residential,IJM,02/06/2024,17/03/2026,17/03/2026,114375973,RM 112295658,0
P1601,Project_1601,Infrastructure,WCT,15/11/2023,26/02/2025,26/02/2025,17748338,22143122abc,0
P1602,Project_1602,,,11/08/2023,13/05/2024,27/05/2024,,71483343abc,14
P1603,Project_1603,,,09/06/2024,07/07/2025,07/07/2025,RM127460861,138011350,
P1604,Project_1604,,UEM,15/10/2023,17/08/2025,17/08/2025,RM93678674,93963703abc,0
P1605,Project_1605,,Gamuda,29/06/2022,09/04/2023,09/04/2023,,61589639,0
P1606,Project_1606,Industrial,Sunway,22/02/2023,15/06/2023,14/11/2023,46607714,49329292,152
P1607,Project_1607,Commercial,Sunway,07/02/2024,14/12/2024,14/12/2024,RM66232907,,
P1608,Project_1608,Commercial,,05/11/2023,30/08/2025,30/08/2025,5824696,,0
P1609,Project_1609,Industrial,WCT,16/12/2022,15/04/2023,15/04/2023,114046784,,0
P1610,Project_1610,,,06/04/2022,19/01/2024,19/01/2024,106548089,119400291,
P1611,Project_1611,Infrastructure,UEM,08/04/2024,16/09/2025,16/09/2025,56079673,RM 56628869,0
P1612,Project_1612,Residential,Gamuda,06/03/2024,04/03/2025,04/03/2025,RM44984009,RM 53022617,
P1613,Project_1613,Industrial,IJM,02/05/2024,15/01/2025,15/01/2025,,6306003,0
P1614,Project_1614,Residential,Gamuda,26/02/2022,23/09/2022,23/09/2022,RM59239713,67172518abc,
P1615,Project_1615,Residential,,09/03/2022,26/06/2023,26/06/2023,RM79959816,89591112,0
P1616,Project_1616,Commercial,Gamuda,22/02/2023,20/11/2023,20/11/2023,,,
P1617,Project_1617,Industrial,Sunway,18/01/2024,29/04/2025,29/04/2025,RM77510190,83195103,0
P1618,Project_1618,,IJM,01/03/2022,01/09/2023,16/10/2023,115500408,RM 134935045,45
P1619,Project_1619,Infrastructure,Gamuda,03/02/2024,18/09/2025,07/03/2026,108206233,169772489abc,170
P1620,Project_1620,Residential,Sunway,11/02/2023,29/10/2024,29/10/2024,23027613,22324205,0
P1621,Project_1621,Industrial,Gamuda,18/11/2022,17/02/2024,17/02/2024,97540738,101487168,0
P1622,Project_1622,,SP Setia,29/07/2022,13/04/2023,13/04/2023,48857741,45897792,0
P1623,Project_1623,,WCT,16/05/2022,05/12/2023,05/12/2023,97600897,94344493,
P1624,Project_1624,Infrastructure,Gamuda,11/11/2022,06/11/2023,06/11/2023,,50939932,0
P1625,Project_1625,Residential,,17/04/2024,20/10/2024,20/10/2024,RM81439847,80037259,0
P1626,Project_1626,Commercial,IJM,27/04/2023,23/01/2025,23/01/2025,129340667,139025748abc,0
P1627,Project_1627,Commercial,WCT,15/01/2022,27/09/2022,27/09/2022,136956247,151493820,0
P1628,Project_1628,Commercial,,16/06/2023,16/11/2024,16/11/2024,,,
P1629,Project_1629,Industrial,Gamuda,06/06/2024,29/04/2025,29/04/2025,RM35866175,,0
P1630,Project_1630,Industrial,IJM,13/12/2022,02/11/2023,06/04/2024,,14672452abc,156
P1631,Project_1631,Infrastructure,Gamuda,10/04/2023,09/11/2024,04/12/2024,138268648,146196031,25
P1632,Project_1632,Residential,,21/01/2023,25/10/2024,25/10/2024,50886429,RM 57003548,0
P1633,Project_1633,Industrial,Sunway,27/11/2023,05/03/2025,05/03/2025,RM149706715,,0
P1634,Project_1634,Industrial,Gamuda,21/01/2024,03/07/2024,03/07/2024,,23267768abc,0
P1635,Project_1635,Commercial,Sunway,25/07/2023,18/06/2025,18/06/2025,68141169,RM 75850418,0
P1636,Project_1636,,WCT,08/02/2022,12/04/2023,12/04/2023,RM66686217,,
P1637,Project_1637,Residential,WCT,26/10/2023,05/06/2024,05/06/2024,95656279,106504226abc,
P1638,Project_1638,Residential,SP Setia,22/12/2022,26/06/2024,26/06/2024,,167170792,
P1639,Project_1639,Residential,,03/07/2022,29/05/2023,25/10/2023,125146118,,149
P1640,Project_1640,,,09/10/2022,31/01/2024,31/01/2024,,24956372,
P1641,Project_1641,Infrastructure,UEM,29/01/2023,03/11/2024,03/11/2024,122162566,140668839,
P1642,Project_1642,Commercial,SP Setia,21/05/2023,27/09/2023,27/09/2023,90430619,,
P1643,Project_1643,,Gamuda,23/02/2022,23/02/2023,23/02/2023,,,0
P1644,Project_1644,Infrastructure,Sunway,01/02/2022,06/09/2022,06/09/2022,RM52219731,RM 53260001,0
P1645,Project_1645,Commercial,UEM,21/06/2023,25/10/2024,25/10/2024,RM110781556,113391234abc,
P1646,Project_1646,,IJM,12/10/2023,25/05/2024,25/05/2024,77276908,92006499,
P1647,Project_1647,Industrial,Sunway,15/12/2022,02/05/2024,02/05/2024,RM26369327,32186374,0
P1648,Project_1648,Infrastructure,SP Setia,18/12/2022,19/04/2024,19/04/2024,51132562,,
P1649,Project_1649,,WCT,15/04/2022,27/02/2023,27/02/2023,,,0
P1650,Project_1650,Commercial,Gamuda,31/01/2023,23/11/2024,23/11/2024,RM91017837,RM 106541032,0
P1651,Project_1651,Residential,,18/07/2022,25/08/2023,25/08/2023,37206289,45125777abc,
P1652,Project_1652,Infrastructure,Gamuda,06/09/2023,13/04/2025,13/04/2025,58458335,67030673abc,0
P1653,Project_1653,Infrastructure,UEM,30/03/2022,05/07/2023,06/09/2023,RM87565506,89992757,63
P1654,Project_1654,Commercial,,20/04/2022,25/02/2023,25/02/2023,62570707,66734754abc,0
P1655,Project_1655,Infrastructure,IJM,04/04/2023,22/05/2024,22/05/2024,76337908,,0
P1656,Project_1656,,Gamuda,06/02/2022,04/05/2023,28/06/2023,,140938330,55
P1657,Project_1657,Industrial,Sunway,12/09/2023,23/04/2024,23/04/2024,RM77929089,76546118abc,0
P1658,Project_1658,Industrial,,21/05/2022,23/07/2023,22/12/2023,,124636533abc,152
P1659,Project_1659,,SP Setia,14/10/2022,13/11/2023,13/11/2023,RM137261333,,0
P1660,Project_1660,,Sunway,21/01/2024,13/12/2025,13/12/2025,90181892,RM 107726934,0
P1661,Project_1661,Residential,Sunway,08/11/2022,27/10/2024,27/10/2024,119919171,108993156,0
P1662,Project_1662,Infrastructure,SP Setia,31/03/2024,09/05/2025,09/05/2025,67301068,,0
P1663,Project_1663,,Sunway,12/03/2022,09/01/2023,09/01/2023,,,0
P1664,Project_1664,,,30/11/2023,09/06/2024,09/06/2024,,88138825,0
P1665,Project_1665,Industrial,Sunway,28/05/2022,19/01/2024,25/03/2024,RM125528689,,66
P1666,Project_1666,Commercial,IJM,04/02/2024,10/05/2024,10/05/2024,RM143328553,RM 164296016,0
P1667,Project_1667,Commercial,Sunway,23/06/2023,01/05/2024,01/05/2024,33416898,32302387,
P1668,Project_1668,Industrial,WCT,18/06/2024,23/09/2024,23/09/2024,29858221,34587875,0
P1669,Project_1669,,IJM,17/05/2023,25/01/2024,25/01/2024,,140507522,
P1670,Project_1670,,WCT,13/11/2023,22/05/2025,22/05/2025,RM98975952,,0
P1671,Project_1671,Industrial,UEM,11/05/2023,25/12/2023,25/12/2023,,15381285abc,0
P1672,Project_1672,Commercial,IJM,18/01/2024,30/07/2024,30/07/2024,,,0
P1673,Project_1673,Infrastructure,Sunway,14/04/2023,18/02/2024,18/04/2024,63322951,78133695,60
P1674,Project_1674,Infrastructure,IJM,26/06/2022,01/03/2023,01/03/2023,,75499805,
P1675,Project_1675,Commercial,UEM,18/10/2023,21/11/2024,21/11/2024,RM43620602,,
P1676,Project_1676,Commercial,Sunway,24/11/2022,13/09/2024,13/09/2024,,135179081,0
P1677,Project_1677,,IJM,07/04/2024,12/08/2025,12/08/2025,,RM 10162148,0
P1678,Project_1678,Commercial,Gamuda,04/07/2022,02/01/2024,02/01/2024,122788405,135050684,
P1679,Project_1679,Commercial,,06/12/2022,13/11/2023,13/11/2023,130764967,,
P1680,Project_1680,Commercial,SP Setia,26/12/2023,22/02/2025,22/02/2025,144303214,,
P1681,Project_1681,,,11/02/2023,06/07/2023,06/07/2023,,47161405abc,0
P1682,Project_1682,,SP Setia,16/06/2023,10/02/2025,10/02/2025,RM122674037,,
P1683,Project_1683,Residential,WCT,09/07/2022,06/06/2023,06/06/2023,110856384,130759785,
P1684,Project_1684,,IJM,06/11/2022,03/10/2023,03/10/2023,91096414,84104122,0
P1685,Project_1685,Residential,IJM,24/01/2022,23/09/2022,23/09/2022,RM49957588,57721916abc,
P1686,Project_1686,,,07/11/2022,27/08/2023,27/08/2023,142272787,158524331,0
P1687,Project_1687,Residential,Sunway,27/04/2023,18/10/2023,18/10/2023,,172389592,
P1688,Project_1688,Industrial,,20/01/2024,21/09/2024,21/09/2024,,,0
P1689,Project_1689,Commercial,Gamuda,10/02/2024,29/09/2024,29/09/2024,28954265,29935922,0
P1690,Project_1690,Commercial,UEM,04/05/2022,03/09/2022,03/09/2022,97056968,118791490,0
P1691,Project_1691,Industrial,WCT,07/02/2022,04/03/2023,04/03/2023,120816089,117546886,0
P1692,Project_1692,,Sunway,06/03/2024,19/11/2025,19/11/2025,,75185017,0
P1693,Project_1693,,UEM,12/12/2022,20/03/2023,20/03/2023,41140607,41154987,0
P1694,Project_1694,,SP Setia,19/12/2023,28/03/2025,05/07/2025,22721457,29906566,99
P1695,Project_1695,Commercial,,12/05/2022,29/03/2024,29/03/2024,RM31083352,32911271,0
P1696,Project_1696,Residential,WCT,03/01/2023,16/10/2024,16/10/2024,103432760,120695713,
P1697,Project_1697,Industrial,UEM,18/03/2022,22/11/2022,22/11/2022,134346282,RM 140776219,0
P1698,Project_1698,Industrial,,25/07/2023,12/03/2025,12/03/2025,49654731,,0
P1699,Project_1699,Infrastructure,SP Setia,01/06/2024,26/04/2026,11/05/2026,66257306,80114842abc,15
P1700,Project_1700,Residential,IJM,25/09/2022,04/06/2023,04/06/2023,64548890,77669033,0
